,clean_n_case_folding,slang_word
132,bukan aff ya tapi dulu kusem bgt skincare apa aja skrg yg aku pake mari aku spill st oily acne prone fw somethinc low ph micellar water niveagarnier biru toner skin hyalura cica ss skin hyalura cica moist originotecosrx exfo avoskin retinol originote,bukan aff iya tapi dulu kusem banget skincare apa saja sekarang yang aku pakai mari aku tunjukan st oily acne prone fw somethinc kalau ph micellar water niveagarnier biru toner skin hyalura cica ss skin hyalura cica moist originotecosrx exfo avoskin retinol originote
133,yang baru mau nyobain retinol plis kalian bisa coba dulu yang tipis tipis ini biar kulit kalian tetep aman cyyn moisturizer dan serum dari originote ini bisa jadi alternatif kalian gengss yang udah keliatan garis garis halus kusem dan ngerasa lebih tua next,yang baru mau mulai mencoba retinol plis kalian bisa coba dulu yang tipis tipis ini biar kulit kalian tetap aman cyyn moisturizer dan serum dari originote ini bisa jadi alternatif kalian gengss yang sudah kelihatan garis garis halus kusem dan ngerasa lebih tua lanjut
134,mw ikutan deh hehe,now watching ikutan deh he
135,aku pke originote bagus tapi rontok,aku pake originote bagus tapi rontok
136,kena m mending co yang pasti ajaa wkwkwk,kena m lebih baik checkout yang pasti ajaa wkwkwk
137,nyobain topokki nya mujigae dan aku kureng suka menurutku toeknya keras dan bumbunya terlalu berat di lidahku pernah nyobain merk mamasuka dan enak bgtbgtbgtt trus ini snack nya wonhae juga gak oke dah intinya mah gw mau makan dine in di mujigae kemasan gak cocok,mulai mencoba topokki nya mujigae dan aku kureng suka menurutku toeknya keras dan bumbunya terlalu berat di lidahku pernah mulai mencoba merk mamasuka dan enak bgtbgtbgtt terus ini snack nya wonhae juga tidak oke deh intinya mah saya mau makan dine in di mujigae kemasan tidak sesuai
138,the originote bha charcoal clay mask masker wajah mud mask eksfoliasi mengangkat sel kulit mati menghilangkan minyak berlebih with charcoal bha,the originote bha charcoal clay mask masker wajah mud mask eksfoliasi mengangkat sel kulit mati menghilangkan minyak berlebih with charcoal bha
139,moisturizer i use the originote hyalucera moisturizer best sejuk gilaa pagi pagi tu segar teruss kalau korang letak dalam mini fridge ke segar terus,moisturizer aku menggunakan the originote hyalucera moisturizer best sejuk gilaa pagi pagi tu segar teruss kalau korang letak dalam mini fridge ke segar terus
140,segentong gini harganya cuma ribuan murah banget gak sih padahal ml loh kayaknya bakalan awet sampe bulanan deh cus beli di sini kalo lagi live malah bisa lebih murah lagi,segentong gini harganya cuma ribuan murah banget tidak sih padahal ml loh kayaknya akan awet sampai bulanan deh cus membeli di sini kalau lagi live bahkan bisa lebih murah lagi
141,gue kira dia pke originote yg sepaket rb gagal ngikutin deh,saya kira dia pake originote yang sepaket rb gagal ngikutin deh
142,dari awal kepo banget sama ceratinol moist nya the originote,dari awal mau tahu urusan orang banget sama ceratinol moist nya the originote
143,kalo diantara originote sama instaperfect untuk seharihari bagusan yg mana kak,kalau diantara originote sama instaperfect untuk seharihari bagusan yang mana kak
144,aneh bet anjir kenapa gak masuk langsung jt pake segala minus admin k masuk lagi k kwkwkw,aneh banget anjing kenapa tidak masuk langsung jt pakai segala minus admin ke masuk lagi ke kwkwkw
145,cushion originote sgt full coverage kakk tdk disarankan kalo mau yg ringan ringan ajahh,cushion originote sangat full coverage kakk tidak disarankan kalau mau yang ringan ringan ajahh
146,ohh iya iya aku pake originote bii,ohh iya iya aku pakai originote bii
147,halo ka kamu udh berhasil dapet tiket belumm,halo kakak kamu udah berhasil dapat tiket belumm
148,ceratinol dari the originote kak bikin mulus gitu kulit aku nyaa,ceratinol dari the originote kak bikin mulus gitu kulit aku nyaa
149,mbb kak reply nya gamasuk soalnya masih kak,mbb kak reply nya gamasuk soalnya masih kak
150,baru tau originote ada clay stick mask,baru tahu originote ada clay stick mask
151,anjink demi apaa udh jam,anjink demi apaa udah jam
152,full_text,full_text
153,sekarang aku lagi pakai micellar waternya originote yg besar bgtt ini selalu aku pake walopun ga kemana tapi double cleansing itu wajib,sekarang aku lagi memakai micellar waternya originote yang besar banget ini selalu aku pakai walopun ga kemana tapi double cleansing itu wajib
154,kulitku berminyak berjerawat pakai moisturizer the originote ini nder udh aku repurchase ampe punya jar teksturnya enak bgt untuk kulit berminyak bikin lembab tp gk berat di kulit adem bgt efeknya dia bisa ngurangin redness di aku dan gk bikin beruntusan harganya juga,kulitku berminyak berjerawat memakai moisturizer the originote ini nder udah aku pembelian kembali ampe punya jar teksturnya enak banget untuk kulit berminyak bikin lembab tapi gk berat di kulit adem banget efeknya dia bisa ngurangin redness di aku dan gk bikin beruntusan harganya juga
155,karena double cleansing tuh tiap hari jd sekalian cari yg ukuran gentong dan harganya murce makannya aku pilih micellar ini the originote hyalurose micellar water,karena double cleansing tuh tiap hari jadi sekalian cari yang ukuran gentong dan harganya murce makannya aku pilih micellar ini the originote hyalurose micellar water
156,produk andalan aku kalau double cleansing the originote hyalurose micellar water facial washnya ini andalan banget sih krn harganya affordable amp isinya banyak bgt racuninskincare,produk andalan aku kalau double cleansing the originote hyalurose micellar water facial washnya ini andalan banget sih karena harganya affordable amp isinya banyak banget racuninskincare
157,qrt this with your fw kojie san micellar toner moist the originote serum ss npure exfo lip care vaseline lip care rosy lips kangen deh skincarean yg banyak bgt kyk dulu,qrt this with your fw kojie san micellar toner moist the originote serum ss npure exfo lip care vaseline lip care rosy lips kangen deh skincarean yang banyak banget seperti dulu
158,aku suka tipe pake first cleansing dgn micellar water yang ringan amp tetap lembab dikulit daya angkatnya oke ini aku pake micellar hyalurose the originote puas banget pakeknya ukurannya super jumbo dan lembab serta bersih di pori kulit,aku suka tipe pakai pertama cleansing dengan micellar water yang ringan amp tetap lembab dikulit daya angkatnya oke ini aku pakai micellar hyalurose the originote puas banget pakeknya ukurannya super jumbo dan lembab serta bersih di pori kulit
159,jog mau nanya beli micellar water merk originote yang offline di mana ya mungkin ada yang tau di mana gitu makasih buat yang udah jawab,jog mau bertanya membeli micellar water merk originote yang offline di mana iya mungkin ada yang tahu di mana gitu terima kasih buat yang sudah jawab
160,haloo cah aku mau jual retinol b serum dari the originote preloved yang berminat rep aja yaa nanti aku dm makasi,haloo cah aku mau jual retinol b serum dari the originote preloved yang berminat rep saja yaa nanti aku dm makasi
161,untuk memastikan kulit bersih dari debu dan kotoran yg ga kasat mata aku belakangan selalu pake hyalurose micellar water nya the originote as my first cleanser yg emang udah jadi andalanku banget sejak pertama launching before after,untuk memastikan kulit bersih dari debu dan kotoran yang ga kepala satuan mata aku belakangan selalu pakai hyalurose micellar water nya the originote as my pertama cleanser yang emang sudah jadi andalanku banget sejak pertama launching before after
162,tanya beli fw originote di tokped pake voc k status di tokped barang udah diterima tp aku blm nerima aku cek kedepan jg gaada paketnya ditetangga jg gaada gmn caranya dapet no kurir nya soalnya aku dah komplen tapi responnya lama bgt help me,tanya membeli fw originote di tokped pakai voc ke status di tokped barang sudah diterima tapi aku belum nerima aku cek kedepan juga tidak ada uang paketnya ditetangga juga tidak ada uang gmn caranya dapat no kurir nya soalnya aku deh komplen tapi responnya lambat banget help aku
163,originote sih top awalnya skeptis but turns out malah ngerawat bgt kulit aku biar gak breakout tentunya jd siap menghadapi just readan nya mas crush karna udh gak pusing mikirin muka mana gadibales udh sebulan pulak,originote sih top awalnya skeptis but turns out bahkan ngerawat banget kulit aku biar tidak breakout tentunya jadi siap menghadapi just readan nya mas crush karena udah tidak pusing mikirin muka mana gadibales udah sebulan pulak
164,suka micellar water the originote ini karena aplikatornya pump jadi praktis harganya affordable isinya banyak deep cleansingnya oke aman untuk kulit sensitif amp acne prone skin jugaa,suka micellar water the originote ini karena alat nya pump jadi praktis harganya affordable isinya banyak deep cleansingnya oke aman untuk kulit sensitif amp acne prone skin jugaa
165,makanya begitu the originote ngeluarin micellar water yang sama gedenya dengan harga yang lebih terjangkau kantongku ini i feel so excited pliis size ml cuma k doang dan gak kalah kualitasnya juga is a good alternatif aku beli disini,makanya begitu the originote ngeluarin micellar water yang sama gedenya dengan harga yang lebih terjangkau kantongku ini aku feel so excited pliis size ml cuma ke cuma dan tidak kalah kualitasnya juga is a good alternatif aku membeli disini
166,aku ada serum vit c nya originote sisa yg mau boleh lgsg co ini free yaa,aku ada serum vit c nya originote sisa yang mau boleh langsung checkout ini free yaa
167,bisa pake apa aja tp ku lg pake the originote enakeun bgt lembut di kulit gak perih samsek dan afternya gak bikin kering,bisa pakai apa saja tapi ku lagi pakai the originote enakeun banget lembut di kulit tidak perih sama sekali dan afternya tidak bikin kering
168,jualaness ready sepatu aero ukuran masih ada kotak nya dan baru dateng k azaa moisturizer the originote k,jualaness ready sepatu aero ukuran masih ada kotak nya dan baru dateng ke azaa moisturizer the originote ke
